EquipmentID,Age,UsageHours,MaintenanceHistory,Temperature,Pressure,VibrationLevel,OperatorExperience,FailureHistory,Location,Environment,Failure
385,28,16154,6,81.5,295.36,3.96,5,1,Section A,Humid,Yes
386,14,7415,4,23.19,56.56,5.39,20,7,Section D,Dry,Yes
387,28,11351,19,31.74,297.05,2.72,28,8,Section C,Humid,Yes
388,25,29965,10,71.02,108.6,3.2,28,3,Section D,Humid,No
389,19,14996,9,114.92,60.42,2.17,29,4,Section D,Dry,Yes
390,13,40820,8,107.57,162.17,4.58,26,2,Section A,Humid,Yes
391,19,46261,0,75.6,221.58,7.17,18,3,Section D,Dry,No
392,8,1399,14,44.8,123.76,5.17,2,5,Section C,Humid,Yes
393,9,48294,12,59.77,161.95,8.53,17,2,Section B,Humid,No
394,18,40923,4,84.21,109.21,4.97,22,2,Section A,Normal,No
395,22,5183,13,143.31,50.32,2.1,14,7,Section C,Dry,No
396,12,33332,3,103.23,273.51,5.17,8,0,Section A,Humid,No
397,3,46138,8,36.58,140.55,3.78,16,6,Section B,Normal,Yes
398,28,9094,7,124.56,86.63,4.97,21,3,Section A,Dry,No
399,27,4422,7,113.75,146.32,1.07,27,3,Section C,Humid,Yes
400,2,11651,8,135.5,53.5,7.79,14,8,Section D,Dry,No
401,16,4924,2,99.46,70.1,3.53,12,4,Section C,Dry,Yes
402,23,19671,8,60.29,189.35,0.27,2,4,Section B,Normal,No
403,24,27036,1,130.18,106.34,5.71,7,0,Section C,Humid,Yes
404,16,4256,14,95.05,213.81,6.87,19,7,Section D,Normal,Yes
405,27,13330,9,111.35,163.07,0.82,22,5,Section B,Humid,Yes
406,4,7221,12,81.07,67.88,3.81,18,1,Section B,Dry,Yes
407,10,13774,0,124.58,182.34,4.85,22,4,Section C,Normal,Yes
408,4,44397,7,101.33,208.37,5.08,29,4,Section B,Dry,No
409,23,24706,13,135.77,189.41,0.45,24,9,Section C,Normal,No
410,29,10614,15,65.5,113.76,6.36,8,4,Section A,Dry,No
411,25,7083,0,130.14,56.98,1.03,3,4,Section B,Humid,Yes
412,13,10259,7,122.51,154.71,3.57,3,2,Section C,Humid,No
413,8,427,0,68.08,214.86,5.12,11,2,Section A,Normal,No
414,17,34207,0,133.84,67.47,7.53,4,4,Section D,Normal,No
415,17,489,0,97.08,279.28,3.72,6,9,Section B,Dry,Yes
416,5,7131,3,68.35,135.58,8.23,10,4,Section D,Normal,Yes
417,2,29490,4,55.83,136.48,7.75,23,6,Section C,Humid,Yes
418,25,31388,11,31.4,133.32,4.11,18,9,Section B,Normal,Yes
419,27,4900,5,32.02,274.95,8.78,17,2,Section B,Dry,No
420,24,42888,6,121.95,286.26,9.63,10,9,Section B,Normal,No
421,13,8725,0,70.11,272.72,2.78,4,0,Section A,Normal,Yes
422,11,3433,12,88.03,247.14,8.23,15,4,Section D,Normal,Yes
423,8,29242,14,128.52,115.09,2.93,16,4,Section A,Humid,No
424,18,49306,11,105.11,235.16,6.89,6,0,Section A,Humid,No
425,2,22481,16,142.5,122.92,6.71,23,3,Section D,Humid,Yes
426,22,31520,12,88.02,144.16,7.93,15,6,Section D,Humid,No
427,14,20816,8,34.45,85.92,2.25,6,9,Section C,Normal,Yes
428,14,45380,12,65.13,181.89,9.35,7,5,Section C,Dry,Yes
429,13,28283,16,37.9,251.66,4.35,15,3,Section A,Normal,Yes
430,11,24214,18,117.18,219.58,0.12,24,0,Section A,Normal,Yes
431,4,27474,5,80.62,144.61,7.75,3,4,Section C,Normal,Yes
432,9,782,17,27.46,217.39,9.32,21,8,Section D,Dry,Yes
433,4,6486,9,22.15,208.44,9.69,24,8,Section B,Dry,Yes
434,28,46308,9,27.21,185.17,3.69,16,5,Section D,Humid,Yes
435,24,12851,14,107.39,116.97,0.3,14,0,Section A,Dry,No
436,16,47890,8,46.14,57.2,3.49,21,5,Section C,Normal,Yes
437,6,12295,4,121.1,59.53,8.85,9,7,Section C,Humid,No
438,29,32929,15,86.7,287.93,8.45,24,4,Section B,Humid,No
439,20,30015,18,95.48,266.9,3.85,9,7,Section A,Dry,No
440,14,1640,4,42.05,109.28,1.61,16,7,Section B,Humid,No
441,16,3475,5,134.1,98.6,6.48,11,2,Section A,Normal,Yes
442,16,10750,8,81.29,125.79,6.67,12,9,Section C,Humid,No
443,23,19125,5,73.59,193.07,6.34,19,2,Section C,Dry,No
444,20,41391,14,123.4,54.32,1.59,24,0,Section B,Humid,No
445,1,28585,17,24.23,273.04,8.26,12,1,Section C,Normal,No
446,14,31972,4,87.35,243.65,0.46,9,6,Section C,Normal,Yes
447,26,15949,8,113.63,182.09,9.7,20,6,Section D,Humid,Yes
448,15,11108,9,123.4,266.41,9.03,3,9,Section B,Humid,No
449,1,33543,10,40.22,187.13,9.94,3,6,Section C,Normal,Yes
450,8,24831,15,70.76,72.17,6.03,2,9,Section A,Normal,Yes
451,23,12374,12,61.71,189.53,6.08,28,7,Section A,Dry,Yes
452,25,889,16,148.97,170.16,3.91,17,0,Section A,Dry,Yes
453,21,35598,7,115.57,223.57,1.22,5,8,Section C,Normal,Yes
454,16,13775,10,75.32,136.53,7.57,16,1,Section A,Dry,No
455,22,8168,3,47.95,140.07,4.97,15,7,Section A,Humid,No
456,26,36273,3,42.61,285.5,3.71,18,5,Section A,Normal,No
457,24,48691,15,149.33,279.77,8.77,23,7,Section C,Humid,Yes
458,3,10722,12,95.83,275.14,0.12,9,7,Section D,Dry,Yes
459,19,43375,16,114.17,153.72,4.84,6,4,Section D,Dry,No
460,12,39434,5,40.44,237.38,6.56,7,6,Section D,Dry,Yes
461,13,14647,12,117.33,284.92,0.14,15,0,Section C,Dry,No
462,16,18840,17,51.12,291.72,7.3,1,9,Section C,Dry,Yes
463,26,35189,12,119.04,110.67,1.74,22,8,Section A,Normal,Yes
464,29,46888,9,138.85,103.64,8.47,1,3,Section A,Humid,No
465,10,26569,2,70.41,174.48,7.67,4,6,Section C,Dry,Yes
466,26,9997,2,137.44,267.4,1.48,17,7,Section D,Normal,No
467,17,40599,9,80.35,182.09,5.78,21,1,Section B,Dry,Yes
468,18,30373,10,125.15,247.96,7.6,5,4,Section C,Normal,Yes
469,18,48996,11,79.07,168.62,0.39,15,8,Section B,Humid,Yes
470,16,30836,5,38.69,237.8,5.49,27,1,Section C,Dry,No
471,11,49246,13,106.92,116.52,0.6,18,2,Section A,Humid,Yes
472,7,30379,0,62.35,256.05,6.23,24,8,Section D,Dry,No
473,24,18172,15,29.84,249.28,8.83,13,1,Section D,Humid,Yes
474,12,8733,1,104.71,106.22,4.01,20,1,Section D,Normal,No
475,16,22447,10,95.27,268.14,4.42,2,9,Section A,Dry,Yes
476,11,10677,6,140.91,79.48,9.77,4,4,Section D,Normal,Yes
477,1,45123,3,31.37,242.17,4.61,21,7,Section A,Normal,No
478,1,32459,5,75.94,262.53,2.93,15,5,Section C,Dry,No
479,5,14179,8,50.13,257.21,9.96,18,0,Section C,Dry,No
480,17,6795,3,82.98,111.06,6.84,21,2,Section C,Dry,Yes
481,28,39102,6,129.55,70.29,5.86,17,9,Section D,Humid,Yes
482,2,1876,2,142.42,57.28,6.63,22,0,Section C,Normal,Yes
483,16,44399,18,69.45,56.0,7.93,7,4,Section D,Dry,Yes
484,19,34839,19,100.48,177.75,0.47,18,3,Section C,Normal,No
485,13,49936,11,50.65,100.06,2.08,6,0,Section A,Humid,Yes
486,17,27873,1,119.06,267.76,0.46,13,0,Section D,Normal,No
487,9,18124,16,137.86,91.01,3.08,16,8,Section D,Normal,Yes
488,4,20214,10,81.91,217.72,7.61,22,6,Section C,Humid,Yes
489,27,17106,0,133.39,279.5,4.09,14,1,Section B,Humid,No
490,14,41334,14,147.9,291.2,7.0,28,0,Section A,Normal,No
491,16,16189,0,99.05,264.73,3.13,6,6,Section A,Humid,Yes
492,13,36281,6,92.89,101.11,9.83,26,4,Section A,Normal,Yes
493,15,19336,1,69.59,182.35,1.0,15,8,Section A,Dry,No
494,27,26826,11,122.24,96.14,5.79,10,4,Section B,Normal,No
495,22,20535,5,125.93,199.52,6.05,10,8,Section D,Dry,Yes
496,22,32599,5,21.31,109.78,7.33,3,8,Section B,Normal,No
497,19,30300,3,52.8,132.53,0.21,9,2,Section A,Humid,Yes
498,24,43428,0,24.17,188.07,2.69,15,1,Section D,Dry,Yes
499,14,43037,14,120.94,80.54,4.49,18,4,Section A,Dry,No
500,6,23146,12,43.05,138.59,5.31,22,9,Section C,Humid,No
501,6,27426,12,34.08,135.01,0.76,29,2,Section B,Humid,No
502,13,4934,7,123.61,196.34,8.18,8,8,Section D,Normal,Yes
503,17,44749,16,94.68,193.09,1.43,28,4,Section C,Dry,Yes
504,28,3567,16,39.95,147.5,5.8,21,9,Section D,Normal,Yes
505,23,25603,11,129.8,266.39,3.35,8,4,Section C,Humid,Yes
506,28,23840,1,72.9,210.72,5.04,3,5,Section C,Humid,No
507,20,44540,6,68.48,251.13,0.56,22,3,Section D,Humid,Yes
508,24,16683,7,104.73,192.68,8.48,10,0,Section A,Normal,Yes
509,13,21858,10,24.8,145.3,2.87,8,2,Section D,Dry,No
510,19,434,13,63.68,144.98,2.97,25,3,Section D,Normal,No
511,15,27532,14,30.21,101.8,4.36,7,2,Section B,Normal,Yes
512,20,28873,3,115.61,258.35,2.76,6,9,Section D,Normal,Yes
513,28,26163,0,55.67,260.71,5.86,23,7,Section B,Dry,No
514,14,20970,12,128.74,77.28,8.65,28,6,Section A,Humid,No
515,11,22482,8,74.43,257.83,4.47,7,3,Section B,Humid,Yes
516,1,34961,0,135.08,255.19,1.22,19,2,Section D,Dry,No
517,17,46867,6,48.74,200.68,8.78,14,4,Section B,Normal,Yes
518,12,13857,10,104.83,236.58,5.27,18,6,Section C,Humid,Yes
519,19,36051,4,142.83,280.28,9.6,1,4,Section C,Normal,No
520,25,5380,5,71.24,171.41,8.72,28,7,Section C,Humid,Yes
521,22,25256,14,40.54,244.23,8.69,15,0,Section C,Humid,No
522,2,22209,1,91.99,289.73,1.3,28,2,Section A,Humid,Yes
523,2,29468,0,76.17,145.43,5.29,20,9,Section A,Humid,No
524,7,21839,6,85.79,161.72,8.49,8,0,Section B,Normal,Yes
525,21,24919,18,81.86,213.61,7.9,12,8,Section B,Humid,Yes
526,15,5965,7,54.57,174.65,5.28,1,1,Section B,Normal,No
527,13,8709,2,86.9,115.14,9.94,26,4,Section A,Dry,Yes
528,12,32301,11,39.2,202.2,9.2,10,2,Section A,Normal,No
529,11,18314,13,95.78,239.99,4.3,17,6,Section B,Humid,Yes
530,29,24413,0,76.83,51.43,2.44,20,2,Section B,Normal,No
531,11,17336,12,146.44,100.17,3.86,29,4,Section B,Dry,Yes
532,26,1563,4,32.35,298.49,2.9,4,1,Section C,Normal,No
533,19,19418,14,117.74,264.78,6.53,2,1,Section B,Dry,Yes
534,4,48508,1,65.41,298.83,7.1,1,8,Section A,Dry,No
535,1,38482,4,110.65,209.95,1.47,14,2,Section B,Normal,Yes
536,13,13832,12,144.5,176.52,2.95,22,6,Section A,Humid,Yes
537,27,16522,15,136.71,58.03,9.35,28,8,Section D,Dry,No
538,12,49969,3,34.73,136.16,6.4,17,3,Section C,Normal,No
539,3,45480,5,133.93,153.58,7.0,15,1,Section B,Humid,No
540,28,26940,17,70.83,83.06,0.57,8,2,Section B,Normal,Yes
541,20,21925,1,29.18,148.74,4.2,28,7,Section A,Dry,No
542,13,29395,11,47.0,106.37,9.5,21,9,Section B,Dry,Yes
543,14,3053,18,23.71,160.56,7.91,9,0,Section D,Normal,No
544,25,27339,11,38.12,197.95,7.84,13,6,Section A,Dry,Yes
545,11,11881,5,80.76,216.67,8.98,25,7,Section B,Humid,Yes
546,10,15309,14,142.88,185.06,2.13,16,0,Section B,Humid,Yes
547,5,45526,16,125.26,59.06,9.86,24,8,Section C,Dry,No
548,8,7933,3,89.08,279.37,4.48,28,0,Section B,Dry,Yes
549,16,21561,10,62.08,256.49,8.45,23,3,Section D,Humid,Yes
550,5,32433,3,23.69,200.63,3.12,1,9,Section B,Humid,No
551,21,41377,18,27.44,263.45,6.54,5,2,Section C,Normal,No
552,8,18383,8,115.1,267.37,0.72,18,6,Section D,Normal,Yes
553,3,26325,10,90.79,106.94,9.59,5,2,Section C,Humid,Yes
554,5,44794,13,35.82,116.57,1.26,23,5,Section D,Dry,No
555,13,32179,2,132.08,67.65,6.93,12,6,Section A,Dry,Yes
556,13,35516,6,87.32,188.22,0.16,10,9,Section D,Dry,Yes
557,5,24270,10,128.82,229.07,5.19,18,7,Section A,Humid,No
558,1,15117,0,121.2,77.88,3.3,15,7,Section A,Normal,Yes
559,16,45358,8,63.34,167.33,2.4,13,9,Section C,Dry,Yes
560,19,38657,8,111.36,253.74,7.17,23,1,Section D,Humid,Yes
561,20,18211,16,149.0,216.13,4.49,2,1,Section A,Humid,Yes
562,10,3550,13,117.24,190.77,3.24,23,7,Section B,Dry,No
563,6,16884,14,54.36,182.1,4.54,24,8,Section A,Normal,Yes
564,28,23741,9,96.94,142.6,3.22,20,4,Section D,Dry,No
565,22,38505,15,76.28,159.14,4.28,23,2,Section D,Dry,No
566,16,1518,11,59.0,122.76,1.73,16,6,Section D,Normal,Yes
567,21,10084,19,56.95,218.5,9.26,8,2,Section D,Dry,No
568,11,35248,9,79.86,210.89,4.27,9,3,Section D,Dry,Yes
569,2,47534,5,60.35,100.43,4.71,29,5,Section C,Normal,Yes
570,4,29639,18,39.2,116.99,7.28,16,9,Section C,Normal,Yes
571,27,43587,8,118.4,296.59,1.33,12,9,Section A,Dry,No
572,13,36518,18,58.09,76.12,2.03,14,8,Section B,Normal,No
573,5,26110,18,68.5,223.38,1.59,8,9,Section D,Humid,Yes
574,7,2227,6,137.4,179.11,4.85,28,8,Section A,Dry,Yes
575,13,22984,8,106.09,69.54,5.91,6,6,Section A,Dry,Yes
576,22,11646,16,140.74,64.86,7.17,1,8,Section B,Normal,Yes
577,2,31814,17,98.17,250.41,9.44,14,0,Section C,Dry,No
578,8,37733,7,66.22,204.36,0.95,29,8,Section A,Dry,No
579,26,17299,12,48.94,61.17,6.76,25,1,Section D,Dry,Yes
580,29,43644,8,127.27,122.0,7.57,23,8,Section D,Dry,No
581,26,34102,7,78.37,114.68,6.68,7,9,Section B,Normal,Yes
582,8,44732,12,104.62,190.31,8.56,15,6,Section C,Humid,No
583,20,48842,12,116.45,110.33,5.25,1,8,Section B,Humid,Yes
584,17,32440,16,52.02,248.67,8.2,7,0,Section C,Humid,Yes
585,3,23945,19,146.9,109.52,0.79,21,4,Section B,Normal,Yes
586,9,18699,4,50.62,162.73,6.4,11,2,Section C,Normal,No
587,6,20079,15,118.49,155.51,9.41,18,5,Section B,Humid,No
588,1,2304,10,39.7,67.88,4.6,11,6,Section B,Humid,Yes
589,19,16067,17,146.68,147.4,1.3,21,5,Section B,Normal,No
590,8,36526,8,52.69,152.03,3.7,19,6,Section B,Humid,No
591,12,17288,2,87.0,86.4,8.52,13,5,Section A,Humid,Yes
592,2,37202,9,67.96,271.25,1.36,19,4,Section C,Normal,Yes
593,9,21426,2,137.51,143.36,5.32,27,9,Section A,Dry,Yes
594,25,317,4,87.86,262.04,8.59,12,0,Section A,Dry,No
595,4,45733,18,107.36,195.56,7.88,2,5,Section C,Dry,No
596,20,28544,12,48.55,52.43,5.17,6,2,Section C,Normal,No
597,5,44839,3,142.97,220.63,6.28,7,1,Section B,Humid,No
598,29,28357,4,66.16,151.06,2.87,14,2,Section A,Normal,Yes
599,8,29656,16,32.99,232.97,9.34,16,0,Section C,Dry,No
600,20,44998,1,48.36,222.35,0.41,25,4,Section B,Dry,Yes
601,9,20141,10,45.24,234.72,3.72,20,0,Section C,Humid,No
602,3,24005,2,34.06,222.96,4.02,7,4,Section B,Dry,Yes
603,9,11859,9,83.85,55.13,7.78,15,4,Section A,Normal,Yes
604,13,26939,0,60.5,291.26,4.78,29,6,Section B,Normal,Yes
605,17,38987,6,84.28,165.89,8.59,24,8,Section C,Dry,No
606,8,18408,12,30.3,272.81,2.91,21,4,Section B,Dry,Yes
607,23,7768,5,96.57,91.21,1.86,1,0,Section D,Dry,Yes
608,26,19991,10,102.12,139.29,2.55,20,8,Section D,Humid,No
609,8,13922,14,53.12,293.47,1.81,12,6,Section B,Humid,No
610,15,20077,18,93.98,268.78,3.48,26,1,Section D,Dry,No
611,18,47955,7,59.58,249.38,2.51,16,5,Section C,Humid,Yes
612,10,34466,16,40.37,122.55,6.21,6,6,Section D,Dry,Yes
613,23,41134,1,108.47,226.31,0.23,8,6,Section C,Dry,Yes
614,4,36596,5,128.58,110.29,5.1,7,0,Section D,Dry,Yes
615,17,41124,11,39.97,217.84,3.99,4,9,Section B,Dry,No
616,19,37275,0,135.45,291.79,3.39,28,3,Section C,Dry,Yes
617,5,12380,18,97.81,137.47,0.85,5,5,Section D,Dry,Yes
618,12,39495,6,120.51,172.09,7.3,2,9,Section D,Humid,Yes
619,20,663,1,110.11,149.9,3.69,18,4,Section C,Dry,No
620,24,49312,3,134.85,74.93,9.41,24,9,Section C,Normal,Yes
621,18,11841,17,27.76,287.75,9.51,4,5,Section B,Dry,Yes
622,24,13600,13,148.29,146.74,5.78,6,7,Section B,Humid,Yes
623,26,23430,16,134.41,290.17,3.58,24,9,Section A,Normal,No
624,26,24342,18,25.63,230.04,4.06,12,2,Section A,Dry,No
625,21,38884,5,52.82,105.31,2.95,17,1,Section A,Dry,No
626,18,31866,3,89.59,201.87,6.87,28,5,Section A,Normal,Yes
627,28,15024,15,131.32,72.74,5.39,19,6,Section C,Humid,No
628,10,32901,9,60.6,98.91,4.28,22,9,Section D,Dry,No
629,12,37582,10,26.47,76.59,5.28,29,8,Section B,Dry,No
630,8,26968,11,121.38,66.21,1.3,19,7,Section B,Humid,Yes
631,1,11374,3,76.42,204.67,6.66,22,9,Section D,Dry,Yes
632,14,46526,15,118.93,117.39,5.2,26,8,Section B,Dry,Yes
633,21,7104,14,62.32,239.27,6.19,24,5,Section B,Humid,No
634,1,27300,8,126.44,133.94,2.85,16,3,Section D,Normal,No
635,1,11360,3,66.93,267.63,7.46,21,8,Section A,Humid,No
636,27,5884,3,81.93,160.39,4.84,11,0,Section A,Dry,No
637,27,39786,18,141.85,137.84,1.08,4,1,Section B,Humid,Yes
638,2,17848,1,39.25,60.17,6.73,19,1,Section D,Normal,Yes
639,8,765,10,95.69,232.6,1.22,19,7,Section D,Humid,Yes
640,10,10677,2,125.8,294.1,0.69,4,4,Section D,Humid,No
641,20,31940,10,109.87,115.13,7.47,15,0,Section B,Normal,No
642,28,21142,5,75.45,213.61,4.77,6,8,Section C,Humid,Yes
643,5,48251,1,124.33,218.64,0.35,21,6,Section A,Normal,No
644,1,3693,14,82.3,160.14,5.18,1,8,Section D,Dry,Yes
645,25,1602,7,103.7,135.77,8.96,4,2,Section C,Dry,No
646,21,23669,8,63.65,63.05,1.04,16,1,Section B,Normal,Yes
647,26,3310,4,27.47,287.38,3.53,28,5,Section B,Normal,No
648,18,42592,8,46.59,177.5,8.32,29,0,Section D,Dry,No
649,10,6147,0,80.77,126.5,2.62,26,5,Section A,Dry,Yes
650,7,49272,17,136.21,270.39,1.17,20,5,Section D,Humid,Yes
651,10,29087,9,37.13,84.5,4.49,1,3,Section C,Humid,Yes
652,6,47062,7,61.15,225.06,8.66,17,1,Section C,Humid,No
653,4,46653,16,62.92,79.31,3.32,4,2,Section B,Normal,Yes
654,8,31377,13,121.18,232.53,8.38,4,4,Section A,Normal,No
655,10,31220,0,90.68,200.65,1.22,4,3,Section D,Dry,Yes
656,26,44217,10,74.07,192.54,4.13,20,4,Section D,Dry,Yes
657,9,34220,8,28.15,190.73,4.94,18,6,Section C,Dry,Yes
658,27,4688,9,146.16,159.34,4.01,7,2,Section C,Dry,No
659,29,17000,2,124.93,273.94,8.88,4,3,Section C,Humid,Yes
660,23,11803,16,27.32,59.23,3.19,13,4,Section B,Normal,No
661,6,8278,10,26.03,269.25,8.66,13,1,Section B,Dry,No
662,29,44002,3,52.84,156.33,8.35,26,1,Section B,Dry,Yes
663,7,1777,0,26.61,132.22,7.81,19,9,Section D,Dry,Yes
664,21,2192,17,116.34,198.98,2.62,26,6,Section A,Humid,No
665,19,31534,14,46.66,104.14,3.71,20,3,Section B,Normal,No
666,23,13206,10,134.57,161.38,5.67,19,3,Section D,Humid,No
667,4,7850,16,99.35,206.78,1.57,27,4,Section D,Dry,Yes
668,24,37582,16,83.13,143.45,4.41,9,7,Section B,Humid,No
669,29,6200,17,34.58,129.53,0.17,21,7,Section C,Humid,No
670,5,11548,13,36.97,197.43,2.26,16,2,Section B,Humid,Yes
671,5,41423,7,35.75,206.36,8.72,26,5,Section A,Humid,No
672,5,14638,3,47.53,128.25,0.2,6,1,Section B,Dry,Yes
673,6,47576,17,33.54,212.15,3.79,26,5,Section B,Humid,No
674,20,6729,10,61.72,260.83,9.3,2,5,Section B,Humid,Yes
675,18,22128,8,125.58,78.3,7.92,20,4,Section D,Humid,Yes
676,6,49167,7,39.05,284.73,1.57,28,8,Section B,Humid,No
677,28,8718,11,58.91,66.83,3.14,23,1,Section C,Dry,Yes
678,12,15164,10,78.46,181.08,7.32,9,1,Section A,Normal,No
679,1,29652,4,99.8,275.68,5.55,26,0,Section B,Dry,Yes
680,14,25237,9,50.85,113.94,7.99,11,8,Section B,Normal,Yes
681,4,4379,14,99.82,224.18,1.75,24,0,Section D,Dry,Yes
682,22,25761,10,43.9,60.49,3.75,29,8,Section B,Normal,No
683,1,7962,1,101.56,170.13,7.59,24,0,Section D,Humid,No
684,12,49096,9,122.51,206.5,4.19,12,4,Section C,Dry,Yes
685,22,2049,2,23.01,184.87,6.68,3,3,Section D,Dry,No
686,6,20775,7,141.69,94.46,2.04,24,2,Section C,Humid,No
687,14,9228,11,112.66,55.37,6.55,9,7,Section C,Dry,No
688,19,17519,14,143.49,162.08,1.81,22,4,Section C,Normal,Yes
689,17,27056,14,54.41,95.13,7.64,26,6,Section C,Normal,No
690,3,18328,6,141.98,141.36,5.47,25,5,Section A,Normal,No
691,28,30791,14,78.96,260.15,4.36,22,8,Section B,Dry,Yes
692,27,43642,12,39.71,187.22,0.8,24,5,Section B,Normal,Yes
693,28,28557,9,115.85,70.43,6.68,24,7,Section B,Humid,No
694,17,10295,18,110.31,229.34,1.98,27,9,Section C,Normal,Yes
695,24,43086,16,139.84,162.5,1.31,9,5,Section A,Normal,No
696,7,10457,14,59.52,60.14,1.65,23,1,Section B,Humid,No
697,3,11174,2,101.8,230.42,1.93,23,8,Section B,Normal,Yes
698,16,12142,17,144.81,271.44,6.88,20,6,Section A,Dry,Yes
699,24,26049,4,133.41,236.64,4.92,27,6,Section B,Dry,No
700,16,30957,9,126.91,294.53,4.73,27,9,Section C,Dry,No
701,20,44720,8,134.23,89.35,4.68,29,8,Section A,Normal,Yes
702,10,40194,12,129.76,191.14,4.18,29,4,Section C,Humid,No
703,18,3343,1,69.29,73.09,5.2,4,5,Section A,Humid,No
704,12,27144,9,22.02,293.92,1.69,20,2,Section D,Dry,No
705,22,42492,9,148.39,103.77,2.91,15,6,Section C,Humid,No
706,16,4429,13,120.73,285.5,1.09,7,5,Section A,Normal,Yes
707,9,19930,19,49.36,164.5,8.38,20,7,Section C,Humid,No
708,7,7150,7,117.24,248.38,10.0,9,8,Section D,Normal,Yes
709,5,47685,4,67.39,288.65,7.07,16,1,Section D,Dry,No
710,19,15444,18,52.08,108.21,0.57,29,8,Section B,Dry,Yes
711,21,44944,18,93.57,253.95,4.77,11,7,Section C,Dry,Yes
712,23,31436,8,21.39,272.35,0.17,2,7,Section D,Dry,No
713,19,19709,10,146.94,187.9,2.83,24,1,Section A,Dry,No
714,27,35989,4,142.59,218.57,0.9,2,7,Section D,Dry,No
715,2,35707,8,122.71,160.83,4.26,9,7,Section C,Dry,Yes
716,22,16851,7,26.95,156.32,4.37,26,7,Section D,Humid,Yes
717,27,17731,10,29.73,89.85,1.85,25,2,Section B,Normal,Yes
718,8,6581,17,104.28,222.24,8.31,12,0,Section D,Normal,No
719,15,28751,7,123.97,91.72,7.69,22,9,Section B,Normal,No
720,23,11389,12,27.03,95.48,8.29,5,8,Section B,Normal,Yes
721,4,48012,10,93.28,175.68,5.51,20,9,Section C,Humid,Yes
722,14,755,5,110.88,164.54,0.18,25,6,Section D,Dry,No
723,27,24092,15,41.27,212.37,9.25,16,7,Section B,Dry,Yes
724,20,29640,17,42.83,180.54,9.2,7,7,Section A,Dry,No
725,4,5014,9,141.08,128.81,5.48,11,8,Section B,Dry,No
726,5,25502,16,72.13,64.47,9.05,8,9,Section A,Humid,No
727,7,37426,1,55.69,197.2,2.74,19,2,Section C,Normal,No
728,26,30759,17,25.92,172.22,5.22,20,0,Section B,Humid,No
729,25,39769,10,24.8,70.22,6.92,26,1,Section C,Humid,Yes
730,8,33163,1,53.56,224.77,5.08,14,7,Section C,Dry,No
731,1,46127,1,100.6,113.71,8.51,27,9,Section A,Dry,Yes
732,8,37126,17,98.67,58.58,5.47,17,1,Section B,Normal,No
733,1,15741,8,49.31,52.76,1.76,18,7,Section B,Dry,Yes
734,12,33196,15,116.54,184.92,8.31,17,4,Section B,Normal,No
735,11,23091,16,79.95,282.09,7.1,12,0,Section D,Normal,Yes
736,15,7454,9,123.92,261.94,5.18,16,4,Section C,Dry,Yes
737,5,40626,16,140.17,75.41,5.03,2,8,Section B,Dry,No
738,12,20151,5,50.85,129.56,6.94,15,8,Section C,Dry,No
739,28,18918,0,78.28,128.27,6.67,24,4,Section C,Normal,No
740,25,1547,12,26.91,263.15,2.69,3,2,Section A,Normal,Yes
741,4,37658,5,119.15,250.04,7.52,6,8,Section C,Normal,No
742,6,20554,18,61.94,291.4,8.56,8,8,Section A,Dry,Yes
743,17,28848,5,104.66,180.16,2.44,11,1,Section D,Normal,No
744,1,45587,18,69.55,53.47,4.55,16,7,Section B,Normal,No
745,6,15424,11,38.53,275.54,3.12,16,7,Section D,Humid,Yes
746,7,3921,10,20.92,58.93,1.86,29,9,Section A,Normal,No
747,15,13866,6,103.25,257.92,1.01,20,6,Section A,Dry,Yes
748,7,37912,5,141.46,179.69,8.31,16,4,Section D,Normal,No
749,8,44587,14,137.46,291.43,2.34,10,5,Section C,Humid,Yes
750,17,34651,5,142.27,110.68,6.31,29,6,Section B,Humid,No
751,20,39047,8,109.45,178.17,4.43,23,3,Section A,Normal,No
752,29,19273,17,75.79,53.39,5.1,1,2,Section C,Normal,No
753,2,18570,2,88.44,200.21,5.4,20,7,Section D,Humid,Yes
754,14,5678,1,114.41,66.88,6.22,19,0,Section B,Normal,No
755,19,42908,12,58.84,66.34,7.99,9,5,Section D,Dry,Yes
756,15,263,10,44.9,232.17,1.85,1,2,Section D,Humid,Yes
757,17,5333,4,28.82,96.31,3.21,25,4,Section D,Normal,Yes
758,28,22122,4,81.97,294.46,1.23,17,4,Section A,Humid,Yes
759,10,18122,11,31.91,149.09,6.99,4,5,Section D,Normal,No
760,12,20728,1,79.83,170.86,3.2,5,2,Section D,Humid,No
761,6,2930,17,125.67,128.67,7.97,8,2,Section D,Humid,No
762,23,36753,9,39.89,119.61,7.3,20,8,Section D,Dry,No
763,20,31762,17,35.67,268.56,0.53,7,4,Section B,Normal,Yes
764,27,29982,3,51.91,273.29,1.11,7,5,Section B,Humid,Yes
765,16,16416,6,30.82,102.18,6.06,7,3,Section A,Humid,Yes
766,25,25356,2,67.39,59.87,7.05,6,6,Section A,Dry,No
767,4,30105,4,99.15,119.38,3.77,11,0,Section B,Normal,No
768,27,5754,0,81.37,256.2,2.07,7,4,Section C,Dry,No
769,28,49007,6,113.64,174.49,1.67,6,5,Section B,Normal,No
770,10,41298,11,35.63,247.19,2.48,2,6,Section D,Dry,No
